"page_domain","3p_request_domain","3p_domain_owner","3p_domain_owner_country"
"theeuropean.de","yieldlove-ad-serving.net","",""
"theeuropean.de","yieldlove.com","",""
"theintelligence.de","1rx.io","Blinkx","US"
"theintelligence.de","4dex.io","",""
"theintelligence.de","adleadevent.com","",""
"theintelligence.de","adnxs.com","Xandr","US"
"theintelligence.de","adsrvr.org","The Trade Desk","US"
"theintelligence.de","amazon-adsystem.com","Amazon Marketing Services","US"
"theintelligence.de","aniview.com","",""
"theintelligence.de","bidswitch.net","Bidswitch","US"
"theintelligence.de","cloudfront.net","Amazon","US"
"theintelligence.de","cpx.to","Avocet","UK"
"theintelligence.de","criteo.com","Criteo","FR"
"theintelligence.de","doubleclick.net","DoubleClick","US"
"theintelligence.de","eu-1-id5-sync.com","",""
"theintelligence.de","google-analytics.com","Google Analytics","US"
"theintelligence.de","googleapis.com","Google APIs","US"
"theintelligence.de","gstatic.com","Google","US"
"theintelligence.de","id5-sync.com","ID5 Technology","UK"
"theintelligence.de","leadplace.fr","",""
"theintelligence.de","mathtag.com","Media Math","US"
"theintelligence.de","onetag-sys.com","",""
"theintelligence.de","pubmatic.com","PubMatic","US"
"theintelligence.de","quantcount.com","Quantcast","US"
"theintelligence.de","quantserve.com","Quantcast","US"
"theintelligence.de","rlcdn.com","LiveRamp","US"
"theintelligence.de","rqtrk.eu","",""
"theintelligence.de","rubiconproject.com","Rubicon Project","US"
"theintelligence.de","sascdn.com","Smart AdServer","FR"
"theintelligence.de","sddan.com","",""
"theintelligence.de","smartadserver.com","Smart AdServer","FR"
"theintelligence.de","themoneytizer.com","",""
"theintelligence.de","tmyzer.com","",""
"theintelligence.de","unrulymedia.com","Unruly","UK"
"theintelligence.de","unrulyvideo.com","",""
"theintelligence.de","yahoo.com","Yahoo","US"
"theintelligence.de","zeotap.com","Zeotap","DE"
"tichyseinblick.de","adform.net","AdForm","DK"
"tichyseinblick.de","adnxs.com","Xandr","US"
"tichyseinblick.de","adsrvr.org","The Trade Desk","US"
"tichyseinblick.de","amazon-adsystem.com","Amazon Marketing Services","US"
"tichyseinblick.de","confiant-integrations.net","",""
"tichyseinblick.de","doubleclick.net","DoubleClick","US"
"tichyseinblick.de","google-analytics.com","Google Analytics","US"
"tichyseinblick.de","googleapis.com","Google APIs","US"
"tichyseinblick.de","googletagmanager.com","Google Tag Manager","US"
"tichyseinblick.de","googletagservices.com","Google Tag Manager","US"
"tichyseinblick.de","ioam.de","INFOnline","DE"
"tichyseinblick.de","jsdelivr.net","jsDelivr","US"
"tichyseinblick.de","linkedin.com","LinkedIn","US"
"tichyseinblick.de","mathtag.com","Media Math","US"
"tichyseinblick.de","openx.net","OpenX","US"
"tichyseinblick.de","printfriendly.com","",""
"tichyseinblick.de","privacy-mgmt.com","",""
"tichyseinblick.de","quantserve.com","Quantcast","US"
"tichyseinblick.de","rubiconproject.com","Rubicon Project","US"
"tichyseinblick.de","smartadserver.com","Smart AdServer","FR"
"tichyseinblick.de","spotxchange.com","Spot X Change","US"
"tichyseinblick.de","taboola.com","Taboola","US"
"tichyseinblick.de","tremorhub.com","Tremor Video","US"
"tichyseinblick.de","xing-share.com","",""
"tichyseinblick.de","yahoo.com","Yahoo","US"
"tichyseinblick.de","yieldlove-ad-serving.net","",""
"tichyseinblick.de","yieldlove.com","",""
"topzeitung.com","googleapis.com","Google APIs","US"
"topzeitung.com","gstatic.com","Google","US"
"topzeitung.com","youtube.com","YouTube","US"
"truth24.net","abendzeitung-muenchen.de","",""
"truth24.net","addtoany.com","",""
"truth24.net","bild.de","",""
"truth24.net","bz-berlin.de","",""
"truth24.net","doubleclick.net","DoubleClick","US"
"truth24.net","facebook.com","Facebook","US"
"truth24.net","facebook.net","Facebook","US"
"truth24.net","fbcdn.net","Facebook","US"
"truth24.net","ggpht.com","Google","US"
"truth24.net","google-analytics.com","Google Analytics","US"
"truth24.net","google.ch","Google","US"
"truth24.net","google.com","Google","US"
"truth24.net","googleadservices.com","AdSense","US"
"truth24.net","googleapis.com","Google APIs","US"
"truth24.net","googlesyndication.com","AdSense","US"
"truth24.net","gstatic.com","Google","US"
"truth24.net","jungefreiheit.de","",""
"truth24.net","twimg.com","Twitter","US"
"truth24.net","twitter.com","Twitter","US"
"truth24.net","welt.de","",""
"truth24.net","youtube.com","YouTube","US"
"truth24.net","ytimg.com","YouTube","US"
"uebermedien.de","steadycdn.com","",""
"uebermedien.de","steadyhq.com","",""
"un-vogtland.de","bootstrapcdn.com","StackPath","US"
"uncutnews.ch","googleapis.com","Google APIs","US"
"uncutnews.ch","gstatic.com","Google","US"
"uncutnews.ch","t.me","",""
"uncutnews.ch","telegram-cdn.org","",""
"uncutnews.ch","telegram.org","",""
"uncutnews.ch","tg.dev","",""
"uncutnews.ch","twimg.com","Twitter","US"
"uncutnews.ch","twitter.com","Twitter","US"
"uncutnews.ch","wikimedia.org","Wikimedia Foundation","US"
"uncutnews.ch","wp.com","Wordpress","US"
"unser-mitteleuropa.com","facebook.net","Facebook","US"
"unser-mitteleuropa.com","google.com","Google","US"
"unser-mitteleuropa.com","googleapis.com","Google APIs","US"
"unser-mitteleuropa.com","gstatic.com","Google","US"
"unser-mitteleuropa.com","mailerlite.com","",""
"unser-mitteleuropa.com","statcounter.com","Statcounter","IE"
"unser-mitteleuropa.com","wp.com","Wordpress","US"
"unsere-zeitung.at","addtoany.com","",""
"unsere-zeitung.at","blogheim.at","",""
"unsere-zeitung.at","doubleclick.net","DoubleClick","US"
"unsere-zeitung.at","ggpht.com","Google","US"
"unsere-zeitung.at","google.com","Google","US"
"unsere-zeitung.at","googleapis.com","Google APIs","US"
"unsere-zeitung.at","googlevideo.com","Google Video","US"
"unsere-zeitung.at","gstatic.com","Google","US"
"unsere-zeitung.at","ots.at","",""
"unsere-zeitung.at","youtube.com","YouTube","US"
"unsere-zeitung.at","ytimg.com","YouTube","US"
"unzensuriert.at","onesignal.com","",""
"unzensuriert.at","youtube.com","YouTube","US"
"unzensuriert.at","ytimg.com","YouTube","US"
"unzensuriert.de","onesignal.com","",""
"unzensuriert.de","unzensuriert.at","",""
"unzensuriert.de","youtube.com","YouTube","US"
"wakenews.net","googleapis.com","Google APIs","US"
"wakenews.net","gstatic.com","Google","US"
"wakenews.net","happy-school.de","",""
"wakenews.net","wakenews.tv","",""
"welt-im-wandel.tv","adingo.jp","Fluct","JP"
"welt-im-wandel.tv","agkn.com","Neustar Marketing","US"
"welt-im-wandel.tv","bootstrapcdn.com","StackPath","US"
"welt-im-wandel.tv","casalemedia.com","Index Exchange","CA"
"welt-im-wandel.tv","doubleclick.net","DoubleClick","US"
"welt-im-wandel.tv","fontawesome.com","Fonticons","US"
"welt-im-wandel.tv","google-analytics.com","Google Analytics","US"
"welt-im-wandel.tv","google.ch","Google","US"
"welt-im-wandel.tv","google.com","Google","US"
"welt-im-wandel.tv","googleadservices.com","AdSense","US"
"welt-im-wandel.tv","googleapis.com","Google APIs","US"
"welt-im-wandel.tv","googlesyndication.com","AdSense","US"
"welt-im-wandel.tv","googletagservices.com","Google Tag Manager","US"
"welt-im-wandel.tv","gstatic.com","Google","US"
"welt-im-wandel.tv","innovid.com","Innovid","US"
"welt-im-wandel.tv","jquery.com","JS Foundation","US"
"welt-im-wandel.tv","mailerlite.com","",""
"welt-im-wandel.tv","mlcdn.com","",""
"welt-im-wandel.tv","mookie1.com","Xaxis","US"
"welt-im-wandel.tv","openx.net","OpenX","US"
"welt-im-wandel.tv","pubmatic.com","PubMatic","US"
"welt-im-wandel.tv","quantserve.com","Quantcast","US"
"welt-im-wandel.tv","rlcdn.com","LiveRamp","US"
"welt-im-wandel.tv","rubiconproject.com","Rubicon Project","US"
"welt-im-wandel.tv","usercentrics.eu","",""
"weltnetz.tv","deepseatools.de","",""
"weltnetz.tv","fontawesome.com","Fonticons","US"
"weltnetz.tv","jsdelivr.net","jsDelivr","US"
"weltwoche.ch","addtoany.com","",""
"weltwoche.ch","adnxs.com","Xandr","US"
"weltwoche.ch","adnz.co","",""
"weltwoche.ch","app-us1.com","",""
"weltwoche.ch","casalemedia.com","Index Exchange","CA"
"weltwoche.ch","cxense.com","Cxense","NO"
"weltwoche.ch","doubleclick.net","DoubleClick","US"
"weltwoche.ch","facebook.com","Facebook","US"
"weltwoche.ch","facebook.net","Facebook","US"
"weltwoche.ch","google-analytics.com","Google Analytics","US"
"weltwoche.ch","google.ch","Google","US"
"weltwoche.ch","google.com","Google","US"
"weltwoche.ch","googletagmanager.com","Google Tag Manager","US"
"weltwoche.ch","jwplayer.com","Longtail Ad Solutions","US"
"weltwoche.ch","ubembed.com","",""
"weltwoche.ch","youtube.com","YouTube","US"
"wochenblick.at","1rx.io","Blinkx","US"
"wochenblick.at","360yield.com","Improve Digital","NL"
"wochenblick.at","4dex.io","",""
"wochenblick.at","a-mo.net","",""
"wochenblick.at","ad4m.at","",""
"wochenblick.at","adform.net","AdForm","DK"
"wochenblick.at","adgrx.com","AdGear","CA"
"wochenblick.at","adition.com","Adition Technologies","DE"
"wochenblick.at","adleadevent.com","",""
"wochenblick.at","admanmedia.com","",""
"wochenblick.at","admedo.com","",""
"wochenblick.at","adnxs-simple.com","",""
"wochenblick.at","adnxs.com","Xandr","US"
"wochenblick.at","adotmob.com","",""
"wochenblick.at","adpartner.pro","",""
"wochenblick.at","adsrvr.org","The Trade Desk","US"
"wochenblick.at","adtarget.com.tr","",""
"wochenblick.at","adtelligent.com","",""
"wochenblick.at","agkn.com","Neustar Marketing","US"
"wochenblick.at","amazon-adsystem.com","Amazon Marketing Services","US"
"wochenblick.at","audrte.com","",""
"wochenblick.at","bidr.io","Beeswax","US"
"wochenblick.at","bidswitch.net","Bidswitch","US"
"wochenblick.at","bidtheatre.com","Bidtheatre","SE"
"wochenblick.at","bluekai.com","Oracle Blue Kai","US"
"wochenblick.at","casalemedia.com","Index Exchange","CA"
"wochenblick.at","cloudfront.net","Amazon","US"
"wochenblick.at","connectad.io","",""
"wochenblick.at","contextweb.com","PulsePoint","US"
"wochenblick.at","cookieless-data.com","",""
"wochenblick.at","cpx.to","Avocet","UK"
"wochenblick.at","creative-serving.com","",""
"wochenblick.at","creativecdn.com","",""
"wochenblick.at","criteo.com","Criteo","FR"
"wochenblick.at","crwdcntrl.net","Lotame","US"
"wochenblick.at","ctnsnet.com","Crimtan","UK"
"wochenblick.at","de17a.com","",""
"wochenblick.at","deltawelt.ch","",""
"wochenblick.at","demdex.net","Adobe Audience Manager","US"
"wochenblick.at","dotomi.com","Dotomi","US"
"wochenblick.at","doubleclick.net","DoubleClick","US"
"wochenblick.at","e-planning.net","",""
"wochenblick.at","e-volution.ai","",""
"wochenblick.at","erne.co","",""
"wochenblick.at","eu-1-id5-sync.com","",""
"wochenblick.at","everesttech.net","Adobe Experience Cloud","US"
"wochenblick.at","exelator.com","exelate","US"
"wochenblick.at","eyeota.net","Eyeota","SG"
"wochenblick.at","fiftyt.com","Fifty Technology","UK"
"wochenblick.at","fwmrm.net","FreeWheel","US"
"wochenblick.at","google-analytics.com","Google Analytics","US"
"wochenblick.at","google.ch","Google","US"
"wochenblick.at","google.com","Google","US"
"wochenblick.at","googleadservices.com","AdSense","US"
"wochenblick.at","googleapis.com","Google APIs","US"
"wochenblick.at","googlesyndication.com","AdSense","US"
"wochenblick.at","googletagmanager.com","Google Tag Manager","US"
"wochenblick.at","gstatic.com","Google","US"
"wochenblick.at","id5-sync.com","ID5 Technology","UK"
"wochenblick.at","idealmedia.io","",""
"wochenblick.at","imrworldwide.com","Nielsen Online","US"
"wochenblick.at","inmobi.com","Inmobi","IN"
"wochenblick.at","iprom.net","",""
"wochenblick.at","krxd.net","Salesforce DMP","US"
"wochenblick.at","leadplace.fr","",""
"wochenblick.at","lijit.com","Sovrn","US"
"wochenblick.at","linkedin.com","LinkedIn","US"
"wochenblick.at","loginbereich.net","",""
"wochenblick.at","loopme.me","Loopme","UK"
"wochenblick.at","mathtag.com","Media Math","US"
"wochenblick.at","mgid.com","",""
"wochenblick.at","mookie1.com","Xaxis","US"
"wochenblick.at","nrich.ai","",""
"wochenblick.at","omnitagjs.com","ADYOULIKE","US"
"wochenblick.at","onaudience.com","OnAudience","UK"
"wochenblick.at","onesignal.com","",""
"wochenblick.at","onetag-sys.com","",""
"wochenblick.at","openx.net","OpenX","US"
"wochenblick.at","peertube.fr","",""
"wochenblick.at","playground.xyz","",""
"wochenblick.at","pubmatic.com","PubMatic","US"
"wochenblick.at","quantcount.com","Quantcast","US"
"wochenblick.at","quantserve.com","Quantcast","US"
"wochenblick.at","richaudience.com","",""
"wochenblick.at","rlcdn.com","LiveRamp","US"
"wochenblick.at","rqtrk.eu","",""
"wochenblick.at","rtbsystem.org","",""
"wochenblick.at","rubiconproject.com","Rubicon Project","US"
"wochenblick.at","sascdn.com","Smart AdServer","FR"
"wochenblick.at","sddan.com","",""
"wochenblick.at","semasio.net","Semasio","DE"
"wochenblick.at","sharethrough.com","Sharethrough","US"
"wochenblick.at","simpli.fi","simpli.fi","US"
"wochenblick.at","sitescout.com","SiteScout","US"
"wochenblick.at","smartadserver.com","Smart AdServer","FR"
"wochenblick.at","smilewanted.com","",""
"wochenblick.at","spotim.market","",""
"wochenblick.at","spotimmedia.com","",""
"wochenblick.at","spotxchange.com","Spot X Change","US"
"wochenblick.at","springserve.com","SpringServe","US"
"wochenblick.at","stackadapt.com","",""
"wochenblick.at","stickyadstv.com","StickyADS.tv","US"
"wochenblick.at","taboola.com","Taboola","US"
"wochenblick.at","tapad.com","TapAd","US"
"wochenblick.at","themoneytizer.com","",""
"wochenblick.at","tidaltv.com","Videology Group","US"
"wochenblick.at","tmyzer.com","",""
"wochenblick.at","tribalfusion.com","Tribal Fusion","US"
"wochenblick.at","truffle.bid","",""
"wochenblick.at","turn.com","Turn","US"
"wochenblick.at","tynt.com","33Across","US"
"wochenblick.at","vidoomy.com","",""
"wochenblick.at","weborama.fr","Weborama","FR"
"wochenblick.at","widespace.com","",""
"wochenblick.at","yahoo.com","Yahoo","US"
"wochenblick.at","yandex.ru","Yandex","RU"
"wochenblick.at","yastatic.net","",""
"wochenblick.at","zemanta.com","",""
"wochenblick.at","zeotap.com","Zeotap","DE"
"wordpress.com","argumentua.com","",""
"wordpress.com","b37mrtl.ru","",""
"wordpress.com","belta.by","",""
"wordpress.com","bing.com","Bing","US"
"wordpress.com","classicalmusicnews.ru","",""
"wordpress.com","dan-news.info","",""
"wordpress.com","dixinews.ru","",""
"wordpress.com","dnr-news.ru","",""
"wordpress.com","donbass-name.ru","",""
"wordpress.com","doubleclick.net","DoubleClick","US"
"wordpress.com","dropboxusercontent.com","",""
"wordpress.com","dw.com","",""
"wordpress.com","facebook.com","Facebook","US"
"wordpress.com","facebook.net","Facebook","US"
"wordpress.com","fbcdn.net","Facebook","US"
"wordpress.com","flagcounter.com","",""
"wordpress.com","foto-planeta.com","",""
"wordpress.com","ggpht.com","Google","US"
"wordpress.com","google-analytics.com","Google Analytics","US"
"wordpress.com","google.com","Google","US"
"wordpress.com","googleapis.com","Google APIs","US"
"wordpress.com","googleusercontent.com","Google","US"
"wordpress.com","gravatar.com","Gravatar","US"
"wordpress.com","gstatic.com","Google","US"
"wordpress.com","heidelberg.de","",""
"wordpress.com","igotoworld.com","",""
"wordpress.com","iz.ru","",""
"wordpress.com","lug-info.com","",""
"wordpress.com","mariupol-news.ru","",""
"wordpress.com","media.net","Media.net","US"
"wordpress.com","minds.com","",""
"wordpress.com","mininfodnr.ru","",""
"wordpress.com","news-front.info","",""
"wordpress.com","novorosinform.org","",""
"wordpress.com","odycdn.com","",""
"wordpress.com","omnitagjs.com","ADYOULIKE","US"
"wordpress.com","outbrain.com","Outbrain","US"
"wordpress.com","outbrainimg.com","",""
"wordpress.com","pinterest.com","Pinterest","US"
"wordpress.com","polldaddy.com","",""
"wordpress.com","priazovstep.ru","",""
"wordpress.com","printfriendly.com","",""
"wordpress.com","pubmine.com","",""
"wordpress.com","revolvermaps.com","",""
"wordpress.com","ria.ru","",""
"wordpress.com","sascdn.com","Smart AdServer","FR"
"wordpress.com","shr.su","",""
"wordpress.com","smartadserver.com","Smart AdServer","FR"
"wordpress.com","sndcdn.com","",""
"wordpress.com","soundcloud.com","",""
"wordpress.com","teads.tv","Teads","US"
"wordpress.com","telegram-cdn.org","",""
"wordpress.com","twimg.com","Twitter","US"
"wordpress.com","twitter.com","Twitter","US"
"wordpress.com","userapi.com","",""
"wordpress.com","verfassunggebende-versammlung.com","",""
"wordpress.com","vk.com","Vkontakte","RU"
"wordpress.com","vvaktuell.com","",""
"wordpress.com","webme.com","",""
"wordpress.com","wp.com","Wordpress","US"
"wordpress.com","yandex.net","Yandex","RU"
"wordpress.com","youtu.be","YouTube","US"
"wordpress.com","youtube.com","YouTube","US"
"wordpress.com","ytimg.com","YouTube","US"
"wordpress.com","zavtra.ru","",""
"wpcomstaging.com","2mdn.net","DoubleClick","US"
"wpcomstaging.com","addtoany.com","",""
"wpcomstaging.com","bitchute.com","",""
"wpcomstaging.com","cloudflare.com","Cloudflare","US"
"wpcomstaging.com","doubleclick.net","DoubleClick","US"
"wpcomstaging.com","gegenstimme.tv","",""
"wpcomstaging.com","ggpht.com","Google","US"
"wpcomstaging.com","google-analytics.com","Google Analytics","US"
"wpcomstaging.com","google.ch","Google","US"
"wpcomstaging.com","google.com","Google","US"
"wpcomstaging.com","googleapis.com","Google APIs","US"
"wpcomstaging.com","googlesyndication.com","AdSense","US"
"wpcomstaging.com","gstatic.com","Google","US"
"wpcomstaging.com","lbry.com","",""
"wpcomstaging.com","odycdn.com","",""
"wpcomstaging.com","odysee.com","",""
"wpcomstaging.com","odysee.tv","",""
"wpcomstaging.com","plyr.io","",""
"wpcomstaging.com","rmbl.ws","",""
"wpcomstaging.com","rumble.com","",""
"wpcomstaging.com","vitaminum.net","",""
"wpcomstaging.com","w.org","Wordpress","US"
"wpcomstaging.com","websale.net","",""
"wpcomstaging.com","wp.com","Wordpress","US"
"wpcomstaging.com","youtube.com","YouTube","US"
"wpcomstaging.com","ytimg.com","YouTube","US"
"zaronews.world","amazon-adsystem.com","Amazon Marketing Services","US"
"zaronews.world","assoc-amazon.com","",""
"zaronews.world","disqus.com","Disqus","US"
"zaronews.world","google-analytics.com","Google Analytics","US"
"zaronews.world","google.com","Google","US"
"zaronews.world","googleapis.com","Google APIs","US"
"zaronews.world","googletagmanager.com","Google Tag Manager","US"
"zaronews.world","gstatic.com","Google","US"
"zaronews.world","pantercon.net","",""
"zaronews.world","ssl-images-amazon.com","Amazon","US"
"zuercherin.com","doubleclick.net","DoubleClick","US"
"zuercherin.com","ggpht.com","Google","US"
"zuercherin.com","google.com","Google","US"
"zuercherin.com","googleapis.com","Google APIs","US"
"zuercherin.com","gstatic.com","Google","US"
"zuercherin.com","youtube.com","YouTube","US"
"zuercherin.com","ytimg.com","YouTube","US"
"zuerst.de","bootstrapcdn.com","StackPath","US"
"zurzeit.at","addthis.com","AddThis","US"
"zurzeit.at","adingo.jp","Fluct","JP"
"zurzeit.at","agkn.com","Neustar Marketing","US"
"zurzeit.at","casalemedia.com","Index Exchange","CA"
"zurzeit.at","doubleclick.net","DoubleClick","US"
"zurzeit.at","facebook.com","Facebook","US"
"zurzeit.at","facebook.net","Facebook","US"
"zurzeit.at","fbcdn.net","Facebook","US"
"zurzeit.at","gemius.pl","Gemius","PL"
"zurzeit.at","google.ch","Google","US"
"zurzeit.at","google.com","Google","US"
"zurzeit.at","googleadservices.com","AdSense","US"
"zurzeit.at","googleapis.com","Google APIs","US"
"zurzeit.at","googlesyndication.com","AdSense","US"
"zurzeit.at","googletagservices.com","Google Tag Manager","US"
"zurzeit.at","gstatic.com","Google","US"
"zurzeit.at","innovid.com","Innovid","US"
"zurzeit.at","mookie1.com","Xaxis","US"
"zurzeit.at","openx.net","OpenX","US"
"zurzeit.at","paypalobjects.com","",""
"zurzeit.at","pubmatic.com","PubMatic","US"
"zurzeit.at","quantserve.com","Quantcast","US"
"zurzeit.at","rlcdn.com","LiveRamp","US"
"zurzeit.at","rubiconproject.com","Rubicon Project","US"
